Name	YT Scope Project	
File	C:\Users\34468\Documents\GitHub\Selettori_Colori\Scope\Scope Project.csv	
Starttime of export	133286225188940000	lunedì 15 maggio 2023	13:08:38.894
Endtime of export	133286226059540000	lunedì 15 maggio 2023	13:10:05.954


Name	bMotorImpulse	Name	nColorSensor
SymbolComment	I1  (NC)	SymbolComment	I4
Data-Type	BIT	Data-Type	REAL32
SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	1	VariableSize	4
SymbolBased	True	SymbolBased	True
IndexGroup	61472	IndexGroup	16448
IndexOffset	450456	IndexOffset	385012
SymbolName	MAIN.stRawIn.bMotorImpulse	SymbolName	MAIN.stIn.nColorSensor
NetID	5.85.197.242.1.1	NetID	5.85.197.242.1.1
Port	852	Port	852
Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0

29750	1	29750	7,603381
29760	1	29760	7,60155
29770	1	29770	7,601245
29780	1	29780	7,60063457
29790	0	29790	7,600024
29800	0	29800	7,5991087
29810	0	29810	7,599414
29820	0	29820	7,600024
29830	0	29830	7,60063457
29840	0	29840	7,60063457
29850	0	29850	7,60093975
29860	0	29860	7,60093975
29870	0	29870	7,60093975
29880	0	29880	7,60063457
29890	0	29890	7,599414
29900	0	29900	7,59880352
29910	0	29910	7,59697247
29920	1	29920	7,596057
29930	1	29930	7,59666729
29940	1	29940	7,59666729
29950	1	29950	7,595752
29960	1	29960	7,594531
29970	1	29970	7,594531
29980	1	29980	7,595752
29990	0	29990	7,59697247
30000	0	30000	7,59697247
30010	0	30010	7,59666729
30020	0	30020	7,596362
30030	0	30030	7,594531
30040	0	30040	7,59331036
30050	0	30050	7,59178448
30060	0	30060	7,590869
30070	0	30070	7,589343
30080	0	30080	7,58812237
30090	0	30090	7,58598566
30100	0	30100	7,58354425
30110	0	30110	7,581713
30120	0	30120	7,57896662
30130	1	30130	7,57499933
30140	1	30140	7,5716424
30150	1	30150	7,56706429
30160	1	30160	7,561266
30170	1	30170	7,554247
30180	1	30180	7,546006
30190	1	30190	7,53654575
30200	1	30200	7,52464342
30210	0	30210	7,509995
30220	0	30220	7,48985243
30230	0	30230	7,46604824
30240	0	30240	7,4407177
30250	0	30250	7,41111469
30260	0	30260	7,375408
30270	0	30270	7,33665
30280	0	30280	7,29270267
30290	0	30290	7,241432
30300	0	30300	7,189245
30310	0	30310	7,133396
30320	0	30320	7,067171
30330	0	30330	6,99057
30340	1	30340	6,894131
30350	1	30350	6,76625824
30360	1	30360	6,62251663
30370	1	30370	6,48213148
30380	1	30380	6,34785
30390	1	30390	6,230964
30400	1	30400	6,142766
30410	0	30410	6,06585932
30420	0	30420	5,999634
30430	0	30430	5,91113043
30440	0	30440	5,80309439
30450	0	30450	5,725272
30460	0	30460	5,68742943
30470	0	30470	5,65172243
30480	0	30480	5,598621
30490	0	30490	5,549791
30500	0	30500	5,529954
30510	0	30510	5,536668
30520	0	30520	5,54887533
30530	0	30530	5,551927
30540	1	30540	5,53422642
30550	1	30550	5,493942
30560	1	30560	5,440535
30570	1	30570	5,42649651
30580	1	30580	5,467391
30590	1	30590	5,51133728
30600	1	30600	5,54918051
30610	1	30610	5,58641338
30620	0	30620	5,62669754
30630	0	30630	5,682852
30640	0	30640	5,742058
30650	0	30650	5,78325748
30660	0	30660	5,825983
30670	0	30670	5,88030624
30680	0	30680	5,93462944
30690	0	30690	6,02069139
30700	0	30700	6,139103
30710	0	30710	6,27460527
30720	0	30720	6,433912
30730	0	30730	6,59138727
30740	1	30740	6,71651363
30750	1	30750	6,81936073
30760	1	30760	6,91152668
30770	1	30770	6,98965454
30780	1	30780	7,0598464
30790	1	30790	7,127903
30800	1	30800	7,1883297
30810	0	30810	7,241127
30820	0	30820	7,2923975
30830	0	30830	7,336955
30840	0	30840	7,37083
30850	0	30850	7,40012836
30860	0	30860	7,428205
30870	0	30870	7,453231
30880	0	30880	7,47459364
30890	0	30890	7,49443054
30900	0	30900	7,50968933
30910	0	30910	7,522507
30920	0	30920	7,530442
30930	0	30930	7,53654575
30940	0	30940	7,544175
30950	0	30950	7,55211067
30960	1	30960	7,560961
30970	1	30970	7,571032
30980	1	30980	7,57835627
30990	1	30990	7,583239
31000	1	31000	7,58720636
31010	1	31010	7,5914793
31020	1	31020	7,594226
31030	0	31030	7,59697247
31040	0	31040	7,599414
31050	0	31050	7,60155
31060	0	31060	7,603381
31070	0	31070	7,604602
31080	0	31080	7,604602
31090	0	31090	7,60429668
31100	0	31100	7,604907
31110	0	31110	7,604602
31120	0	31120	7,604907
31130	0	31130	7,606433
31140	0	31140	7,60734844
31150	0	31150	7,60704327
31160	1	31160	7,606433
31170	1	31170	7,60734844
31180	1	31180	7,608265
31190	1	31190	7,608265
31200	1	31200	7,608265
31210	1	31210	7,60765457
31220	1	31220	7,60734844
31230	0	31230	7,606433
31240	0	31240	7,605212
31250	0	31250	7,604602
31260	0	31260	7,60429668
31270	0	31270	7,604602
31280	0	31280	7,604602
31290	0	31290	7,605212
31300	0	31300	7,60582256
31310	0	31310	7,606738
31320	0	31320	7,60704327
31330	0	31330	7,60612774
31340	0	31340	7,60612774
31350	1	31350	7,60582256
31360	1	31360	7,604907
31370	1	31370	7,60582256
31380	1	31380	7,60612774
31390	1	31390	7,60612774
31400	1	31400	7,605212
31410	1	31410	7,604602
31420	0	31420	7,60368633
31430	0	31430	7,60368633
31440	0	31440	7,604907
31450	0	31450	7,60612774
31460	0	31460	7,606433
31470	0	31470	7,60612774
31480	0	31480	7,60582256
31490	0	31490	7,606433
31500	0	31500	7,606738
31510	0	31510	7,606738
31520	0	31520	7,60612774
31530	0	31530	7,605212
31540	1	31540	7,604602
31550	1	31550	7,604907
31560	1	31560	7,604907
31570	1	31570	7,603381
31580	1	31580	7,603076
31590	1	31590	7,60429668
31600	1	31600	7,605212
31610	1	31610	7,60582256
31620	0	31620	7,606433
31630	0	31630	7,60704327
31640	0	31640	7,606738
31650	0	31650	7,606433
31660	0	31660	7,60704327
31670	0	31670	7,608265
31680	0	31680	7,60734844
31690	0	31690	7,60734844
31700	0	31700	7,60704327
31710	0	31710	7,606738
31720	0	31720	7,606433
31730	0	31730	7,60612774
31740	0	31740	7,60704327
31750	0	31750	7,606433
31760	1	31760	7,60429668
31770	1	31770	7,604602
31780	1	31780	7,60582256
31790	1	31790	7,60612774
31800	1	31800	7,60612774
31810	1	31810	7,606433
31820	1	31820	7,60765457
31830	1	31830	7,60765457
31840	0	31840	7,60704327
31850	0	31850	7,60704327
31860	0	31860	7,606738
31870	0	31870	7,606433
31880	0	31880	7,60704327
31890	0	31890	7,606738
31900	0	31900	7,60612774
31910	0	31910	7,60582256
31920	0	31920	7,604602
31930	0	31930	7,60429668
31940	0	31940	7,605212
31950	0	31950	7,60704327
31960	0	31960	7,606738
31970	1	31970	7,606433
31980	1	31980	7,606738
31990	1	31990	7,606433
32000	1	32000	7,60612774
32010	1	32010	7,60612774
32020	1	32020	7,606738
32030	1	32030	7,606738
32040	0	32040	7,60612774
32050	0	32050	7,60582256
32060	0	32060	7,605212
32070	0	32070	7,604907
32080	0	32080	7,604602
32090	0	32090	7,604602
32100	0	32100	7,605212
32110	0	32110	7,60582256
32120	0	32120	7,605212
32130	0	32130	7,60582256
32140	0	32140	7,606433
32150	0	32150	7,606738
32160	0	32160	7,60612774
32170	0	32170	7,60582256
32180	1	32180	7,604907
32190	1	32190	7,60429668
32200	1	32200	7,60429668
32210	1	32210	7,60429668
32220	1	32220	7,60429668
32230	1	32230	7,603381
32240	1	32240	7,603381
32250	1	32250	7,60399151
32260	1	32260	7,604602
32270	0	32270	7,60368633
32280	0	32280	7,60246563
32290	0	32290	7,603076
32300	0	32300	7,60399151
32310	0	32310	7,604602
32320	0	32320	7,60429668
32330	0	32330	7,60368633
32340	0	32340	7,60368633
32350	0	32350	7,60399151
32360	0	32360	7,60399151
32370	0	32370	7,60399151
32380	0	32380	7,60429668
32390	0	32390	7,60429668
32400	0	32400	7,60368633
32410	0	32410	7,60368633
32420	1	32420	7,60216045
32430	1	32430	7,601245
32440	1	32440	7,60155
32450	1	32450	7,601245
32460	1	32460	7,60063457
32470	1	32470	7,599719
32480	1	32480	7,60093975
32490	1	32490	7,600024
32500	0	32500	7,599719
32510	0	32510	7,60185528
32520	0	32520	7,60246563
32530	0	32530	7,603381
32540	0	32540	7,60368633
32550	0	32550	7,603381
32560	0	32560	7,60399151
32570	0	32570	7,604907
32580	0	32580	7,604907
32590	0	32590	7,604907
32600	0	32600	7,604602
32610	0	32610	7,60429668
32620	0	32620	7,604907
32630	0	32630	7,604602
32640	0	32640	7,60399151
32650	0	32650	7,603076
32660	0	32660	7,60399151
32670	0	32670	7,605212
32680	0	32680	7,605212
32690	0	32690	7,605212
32700	0	32700	7,604602
32710	1	32710	7,60399151
32720	1	32720	7,603381
32730	1	32730	7,603076
32740	1	32740	7,60399151
32750	1	32750	7,604602
32760	1	32760	7,604602
32770	1	32770	7,605212
32780	1	32780	7,60582256
32790	0	32790	7,604907
32800	0	32800	7,603381
32810	0	32810	7,603381
32820	0	32820	7,60368633
32830	0	32830	7,603076
32840	0	32840	7,603076
32850	0	32850	7,603076
32860	0	32860	7,60216045
32870	0	32870	7,60155
32880	0	32880	7,60216045
32890	0	32890	7,60368633
32900	0	32900	7,60429668
32910	0	32910	7,603381
32920	1	32920	7,60368633
32930	1	32930	7,604907
32940	1	32940	7,605212
32950	1	32950	7,606433
32960	1	32960	7,606738
32970	1	32970	7,606738
32980	1	32980	7,606738
32990	0	32990	7,606433
33000	0	33000	7,60704327
33010	0	33010	7,60704327
33020	0	33020	7,60612774
33030	0	33030	7,604602
33040	0	33040	7,604907
33050	0	33050	7,60582256
33060	0	33060	7,606433
33070	0	33070	7,60612774
33080	0	33080	7,60612774
33090	0	33090	7,60582256
33100	0	33100	7,606433
33110	1	33110	7,60612774
33120	1	33120	7,605212
33130	1	33130	7,606433
33140	1	33140	7,60582256
33150	1	33150	7,604907
33160	1	33160	7,605212
33170	1	33170	7,60429668
33180	1	33180	7,60246563
33190	0	33190	7,60155
33200	0	33200	7,60185528
33210	0	33210	7,603076
33220	0	33220	7,603381
33230	0	33230	7,603381
33240	0	33240	7,60399151
33250	0	33250	7,604602
33260	0	33260	7,60429668
33270	0	33270	7,604602
33280	0	33280	7,604907
33290	0	33290	7,604602
33300	0	33300	7,604602
33310	1	33310	7,604907
33320	1	33320	7,604602
33330	1	33330	7,604602
33340	1	33340	7,60429668
33350	1	33350	7,60399151
33360	1	33360	7,604907
33370	1	33370	7,604907
33380	0	33380	7,60582256
33390	0	33390	7,606433
33400	0	33400	7,60612774
33410	0	33410	7,60582256
33420	0	33420	7,606433
33430	0	33430	7,60582256
33440	0	33440	7,604602
33450	0	33450	7,60582256
33460	0	33460	7,60582256
33470	0	33470	7,604907
33480	0	33480	7,604602
33490	0	33490	7,604602
33500	1	33500	7,60246563
33510	1	33510	7,60155
33520	1	33520	7,60368633
33530	1	33530	7,60429668
33540	1	33540	7,604907
33550	1	33550	7,604907
33560	1	33560	7,604602
33570	1	33570	7,604602
33580	0	33580	7,604602
33590	0	33590	7,604907
33600	0	33600	7,604907
33610	0	33610	7,604907
33620	0	33620	7,604602
33630	0	33630	7,604602
33640	0	33640	7,604602
33650	0	33650	7,603076
33660	0	33660	7,60155
33670	0	33670	7,60155
33680	0	33680	7,60368633
33690	0	33690	7,604907
33700	0	33700	7,60429668
33710	1	33710	7,60368633
33720	1	33720	7,60368633
33730	1	33730	7,60429668
33740	1	33740	7,604602
33750	1	33750	7,60612774
33760	1	33760	7,60704327
33770	1	33770	7,60765457
33780	0	33780	7,60704327
33790	0	33790	7,606433
33800	0	33800	7,605212
33810	0	33810	7,604602
33820	0	33820	7,60612774
33830	0	33830	7,60704327
33840	0	33840	7,60734844
33850	0	33850	7,608265
33860	0	33860	7,60857
33870	0	33870	7,608265
33880	0	33880	7,60765457
33890	0	33890	7,608265
33900	1	33900	7,60704327
33910	1	33910	7,60704327
33920	1	33920	7,608265
33930	1	33930	7,60765457
33940	1	33940	7,60704327
33950	1	33950	7,60704327
33960	1	33960	7,60704327
33970	1	33970	7,60582256
33980	0	33980	7,60399151
33990	0	33990	7,603381
34000	0	34000	7,60399151
34010	0	34010	7,605212
34020	0	34020	7,60582256
34030	0	34030	7,604907
34040	0	34040	7,60582256
34050	0	34050	7,60612774
34060	0	34060	7,605212
34070	0	34070	7,605212
34080	0	34080	7,605212
34090	0	34090	7,605212
34100	0	34100	7,605212
34110	1	34110	7,60429668
34120	1	34120	7,604602
34130	1	34130	7,605212
34140	1	34140	7,60429668
34150	1	34150	7,60368633
34160	1	34160	7,60399151
34170	1	34170	7,60399151
34180	0	34180	7,60368633
34190	0	34190	7,60429668
34200	0	34200	7,604602
34210	0	34210	7,604602
34220	0	34220	7,604907
34230	0	34230	7,604907
34240	0	34240	7,605212
34250	0	34250	7,60612774
34260	0	34260	7,60704327
34270	0	34270	7,60704327
34280	0	34280	7,606433
34290	0	34290	7,606433
34300	0	34300	7,60704327
34310	0	34310	7,606433
34320	0	34320	7,60582256
34330	0	34330	7,60612774
34340	0	34340	7,60612774
34350	1	34350	7,60582256
34360	1	34360	7,60582256
34370	1	34370	7,606738
34380	1	34380	7,608265
34390	1	34390	7,60734844
34400	1	34400	7,60857
34410	1	34410	7,610096
34420	1	34420	7,609791
34430	0	34430	7,60918045
34440	0	34440	7,60887527
34450	0	34450	7,60857
34460	0	34460	7,608265
34470	0	34470	7,60857
34480	0	34480	7,60887527
34490	0	34490	7,60734844
34500	0	34500	7,60612774
34510	0	34510	7,60582256
34520	0	34520	7,606433
34530	0	34530	7,60704327
34540	0	34540	7,60734844
34550	1	34550	7,60704327
34560	1	34560	7,60734844
34570	1	34570	7,608265
34580	1	34580	7,60887527
34590	1	34590	7,60948563
34600	1	34600	7,60918045
34610	1	34610	7,60857
34620	0	34620	7,60765457
34630	0	34630	7,60704327
34640	0	34640	7,605212
34650	0	34650	7,60429668
34660	0	34660	7,604602
34670	0	34670	7,60582256
34680	0	34680	7,60704327
34690	0	34690	7,606738
34700	0	34700	7,606433
34710	0	34710	7,60765457
34720	0	34720	7,60887527
34730	0	34730	7,60857
34740	1	34740	7,60734844
34750	1	34750	7,60765457
34760	1	34760	7,60857
34770	1	34770	7,60857
34780	1	34780	7,60765457
34790	1	34790	7,60734844
34800	1	34800	7,60612774
34810	1	34810	7,60582256
34820	0	34820	7,60582256
34830	0	34830	7,60582256
34840	0	34840	7,606738
34850	0	34850	7,60704327
34860	0	34860	7,60734844
34870	0	34870	7,60887527
34880	0	34880	7,60918045
34890	0	34890	7,60918045
34900	0	34900	7,60948563
34910	0	34910	7,60918045
34920	0	34920	7,60948563
34930	0	34930	7,60948563
34940	0	34940	7,60887527
34950	0	34950	7,60857
34960	0	34960	7,60765457
34970	1	34970	7,608265
34980	1	34980	7,60857
34990	1	34990	7,60734844
35000	1	35000	7,60704327
35010	1	35010	7,606738
35020	1	35020	7,606433
35030	1	35030	7,60704327
35040	1	35040	7,60887527
35050	0	35050	7,60948563
35060	0	35060	7,60918045
35070	0	35070	7,60948563
35080	0	35080	7,60918045
35090	0	35090	7,60918045
35100	0	35100	7,60887527
35110	0	35110	7,60857
35120	0	35120	7,60918045
35130	0	35130	7,60948563
35140	0	35140	7,609791
35150	0	35150	7,609791
35160	0	35160	7,609791
35170	0	35170	7,60887527
35180	0	35180	7,60857
35190	0	35190	7,60857
35200	0	35200	7,60857
35210	0	35210	7,60948563
35220	0	35220	7,60887527
35230	0	35230	7,608265
35240	0	35240	7,60887527
35250	0	35250	7,60887527
35260	0	35260	7,60857
35270	0	35270	7,608265
35280	0	35280	7,608265
35290	0	35290	7,60765457
35300	0	35300	7,608265
35310	0	35310	7,60857
35320	0	35320	7,60857
35330	0	35330	7,60857
35340	0	35340	7,60918045
35350	0	35350	7,60887527
35360	0	35360	7,608265
35370	0	35370	7,608265
35380	0	35380	7,60612774
35390	1	35390	7,605212
35400	1	35400	7,60734844
35410	1	35410	7,60765457
35420	1	35420	7,60765457
35430	1	35430	7,60765457
35440	1	35440	7,60857
35450	1	35450	7,60918045
35460	1	35460	7,60918045
35470	0	35470	7,60887527
35480	0	35480	7,60918045
35490	0	35490	7,60948563
35500	0	35500	7,609791
35510	0	35510	7,60948563
35520	0	35520	7,60887527
35530	0	35530	7,60887527
35540	0	35540	7,60857
35550	0	35550	7,60734844
35560	0	35560	7,60857
35570	0	35570	7,60918045
35580	0	35580	7,609791
35590	0	35590	7,609791
35600	1	35600	7,60918045
35610	1	35610	7,60948563
35620	1	35620	7,609791
35630	1	35630	7,610096
35640	1	35640	7,610096
35650	1	35650	7,610096
35660	1	35660	7,610096
35670	1	35670	7,60918045
35680	0	35680	7,60857
35690	0	35690	7,60857
35700	0	35700	7,60734844
35710	0	35710	7,60704327
35720	0	35720	7,608265
35730	0	35730	7,60887527
35740	0	35740	7,60918045
35750	0	35750	7,60918045
35760	0	35760	7,60918045
35770	0	35770	7,60918045
35780	0	35780	7,60948563
35790	0	35790	7,60918045
35800	1	35800	7,60887527
35810	1	35810	7,60918045
35820	1	35820	7,60857
35830	1	35830	7,60857
35840	1	35840	7,60765457
35850	1	35850	7,60734844
35860	1	35860	7,60704327
35870	1	35870	7,60612774
35880	0	35880	7,606433
35890	0	35890	7,60734844
35900	0	35900	7,608265
35910	0	35910	7,608265
35920	0	35920	7,608265
35930	0	35930	7,60765457
35940	0	35940	7,60765457
35950	0	35950	7,60765457
35960	0	35960	7,608265
35970	0	35970	7,608265
35980	0	35980	7,60765457
35990	0	35990	7,60857
36000	1	36000	7,60765457
36010	1	36010	7,60612774
36020	1	36020	7,604602
36030	1	36030	7,60399151
36040	1	36040	7,604602
36050	1	36050	7,604907
36060	1	36060	7,60429668
36070	0	36070	7,604602
36080	0	36080	7,60582256
36090	0	36090	7,60612774
36100	0	36100	7,60612774
36110	0	36110	7,606433
36120	0	36120	7,606738
36130	0	36130	7,60734844
36140	0	36140	7,606738
36150	0	36150	7,606433
36160	0	36160	7,606433
36170	0	36170	7,606738
36180	0	36180	7,60704327
36190	0	36190	7,60704327
36200	0	36200	7,606738
36210	0	36210	7,60612774
36220	0	36220	7,604907
36230	1	36230	7,60429668
36240	1	36240	7,60429668
36250	1	36250	7,605212
36260	1	36260	7,60582256
36270	1	36270	7,604907
36280	1	36280	7,604602
36290	1	36290	7,605212
36300	1	36300	7,60612774
36310	0	36310	7,605212
36320	0	36320	7,604907
36330	0	36330	7,604907
36340	0	36340	7,60429668
36350	0	36350	7,60368633
36360	0	36360	7,60246563
36370	0	36370	7,60155
36380	0	36380	7,60063457
36390	0	36390	7,599719
36400	0	36400	7,60093975
36410	0	36410	7,601245
36420	0	36420	7,601245
36430	0	36430	7,60216045
36440	1	36440	7,60246563
36450	1	36450	7,60246563
36460	1	36460	7,603381
36470	1	36470	7,60368633
36480	1	36480	7,60368633
36490	1	36490	7,60399151
36500	1	36500	7,603381
36510	0	36510	7,60216045
36520	0	36520	7,603076
36530	0	36530	7,603076
36540	0	36540	7,60216045
36550	0	36550	7,60216045
36560	0	36560	7,603076
36570	0	36570	7,60368633
36580	0	36580	7,60429668
36590	0	36590	7,604602
36600	0	36600	7,604907
36610	0	36610	7,604602
36620	0	36620	7,60399151
36630	1	36630	7,60399151
36640	1	36640	7,60429668
36650	1	36650	7,605212
36660	1	36660	7,60429668
36670	1	36670	7,604907
36680	1	36680	7,60582256
36690	1	36690	7,604602
36700	0	36700	7,60368633
36710	0	36710	7,60429668
36720	0	36720	7,60429668
36730	0	36730	7,604602
36740	0	36740	7,60612774
36750	0	36750	7,60582256
36760	0	36760	7,605212
36770	0	36770	7,60582256
36780	0	36780	7,60612774
36790	0	36790	7,606433
36800	0	36800	7,606738
36810	0	36810	7,60582256
36820	1	36820	7,604907
36830	1	36830	7,60612774
36840	1	36840	7,606738
36850	1	36850	7,60582256
36860	1	36860	7,60368633
36870	1	36870	7,60429668
36880	1	36880	7,604602
36890	0	36890	7,60429668
36900	0	36900	7,60429668
36910	0	36910	7,605212
36920	0	36920	7,605212
36930	0	36930	7,605212
36940	0	36940	7,60612774
36950	0	36950	7,606433
36960	0	36960	7,60704327
36970	0	36970	7,606433
36980	0	36980	7,606738
36990	0	36990	7,60612774
37000	0	37000	7,604602
37010	0	37010	7,60429668
37020	1	37020	7,60368633
37030	1	37030	7,60429668
37040	1	37040	7,605212
37050	1	37050	7,60612774
37060	1	37060	7,606738
37070	1	37070	7,60582256
37080	1	37080	7,60582256
37090	1	37090	7,606433
37100	0	37100	7,606738
37110	0	37110	7,60612774
37120	0	37120	7,60582256
37130	0	37130	7,60612774
37140	0	37140	7,60612774
37150	0	37150	7,604602
37160	0	37160	7,60399151
37170	0	37170	7,603381
37180	0	37180	7,60246563
37190	0	37190	7,60368633
37200	0	37200	7,60582256
37210	0	37210	7,606433
37220	1	37220	7,605212
37230	1	37230	7,60582256
37240	1	37240	7,606738
37250	1	37250	7,60612774
37260	1	37260	7,606433
37270	1	37270	7,606433
37280	1	37280	7,60582256
37290	0	37290	7,604602
37300	0	37300	7,60399151
37310	0	37310	7,603076
37320	0	37320	7,60216045
37330	0	37330	7,603076
37340	0	37340	7,60399151
37350	0	37350	7,60429668
37360	0	37360	7,603381
37370	0	37370	7,60368633
37380	0	37380	7,60368633
37390	0	37390	7,603381
37400	1	37400	7,60246563
37410	1	37410	7,60155
37420	1	37420	7,60093975
37430	1	37430	7,600024
37440	1	37440	7,60063457
37450	1	37450	7,60063457
37460	1	37460	7,599414
37470	1	37470	7,598193
37480	0	37480	7,597583
37490	0	37490	7,59849834
37500	0	37500	7,5991087
37510	0	37510	7,599719
37520	0	37520	7,60093975
37530	0	37530	7,60185528
37540	0	37540	7,60185528
37550	0	37550	7,60185528
37560	0	37560	7,60185528
37570	0	37570	7,60155
37580	0	37580	7,60185528
37590	0	37590	7,603076
37600	1	37600	7,60185528
37610	1	37610	7,60155
37620	1	37620	7,601245
37630	1	37630	7,60063457
37640	1	37640	7,60063457
37650	1	37650	7,601245
37660	1	37660	7,60216045
37670	0	37670	7,60246563
37680	0	37680	7,603381
37690	0	37690	7,603076
37700	0	37700	7,603076
37710	0	37710	7,60216045
37720	0	37720	7,60185528
37730	0	37730	7,60368633
37740	0	37740	7,60429668
37750	0	37750	7,60216045
37760	0	37760	7,60093975
37770	0	37770	7,601245
37780	0	37780	7,60093975
37790	0	37790	7,599414
37800	0	37800	7,59880352
37810	1	37810	7,59697247
37820	1	37820	7,59727764
37830	1	37830	7,5991087
37840	1	37840	7,599414
37850	1	37850	7,60063457
37860	1	37860	7,60063457
37870	1	37870	7,600024
37880	1	37880	7,600024
37890	0	37890	7,601245
37900	0	37900	7,60093975
37910	0	37910	7,600024
37920	0	37920	7,60093975
37930	0	37930	7,601245
37940	0	37940	7,60093975
37950	0	37950	7,599719
37960	0	37960	7,59880352
37970	0	37970	7,597583
37980	0	37980	7,598193
37990	0	37990	7,59880352
38000	0	38000	7,5991087
38010	0	38010	7,59880352
38020	1	38020	7,5991087
38030	1	38030	7,60093975
38040	1	38040	7,60093975
38050	1	38050	7,600024
38060	1	38060	7,60063457
38070	1	38070	7,60063457
38080	1	38080	7,601245
38090	0	38090	7,601245
38100	0	38100	7,60063457
38110	0	38110	7,600024
38120	0	38120	7,599414
38130	0	38130	7,5991087
38140	0	38140	7,599414
38150	0	38150	7,600024
38160	0	38160	7,60093975
38170	0	38170	7,600024
38180	0	38180	7,599719
38190	0	38190	7,599719
38200	0	38200	7,60063457
38210	1	38210	7,60093975
38220	1	38220	7,60155
38230	1	38230	7,60155
38240	1	38240	7,600024
38250	1	38250	7,60063457
38260	1	38260	7,599719
38270	1	38270	7,5991087
38280	0	38280	7,5991087
38290	0	38290	7,59880352
38300	0	38300	7,59849834
38310	0	38310	7,599414
38320	0	38320	7,60063457
38330	0	38330	7,60155
38340	0	38340	7,60185528
38350	0	38350	7,60155
38360	0	38360	7,60093975
38370	0	38370	7,60093975
38380	0	38380	7,601245
38390	0	38390	7,60155
38400	0	38400	7,60185528
38410	0	38410	7,60155
38420	0	38420	7,60185528
38430	0	38430	7,60185528
38440	0	38440	7,60155
38450	0	38450	7,60155
38460	0	38460	7,601245
38470	0	38470	7,60093975
38480	0	38480	7,60093975
38490	1	38490	7,60093975
38500	1	38500	7,60093975
38510	1	38510	7,601245
38520	1	38520	7,60063457
38530	1	38530	7,599719
38540	1	38540	7,599414
