Name	YT Scope Project	
File	C:\Users\34468\Documents\GitHub\Selettori_Colori\Scope\Scope Project.csv	
Starttime of export	133286225188940000	lunedì 15 maggio 2023	13:08:38.894
Endtime of export	133286226059540000	lunedì 15 maggio 2023	13:10:05.954


Name	bMotorImpulse	Name	nColorSensor
SymbolComment	I1  (NC)	SymbolComment	I4
Data-Type	BIT	Data-Type	REAL32
SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	1	VariableSize	4
SymbolBased	True	SymbolBased	True
IndexGroup	61472	IndexGroup	16448
IndexOffset	450456	IndexOffset	385012
SymbolName	MAIN.stRawIn.bMotorImpulse	SymbolName	MAIN.stIn.nColorSensor
NetID	5.85.197.242.1.1	NetID	5.85.197.242.1.1
Port	852	Port	852
Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0

66380	0	66380	7,60582256
66390	0	66390	7,606738
66400	0	66400	7,60704327
66410	0	66410	7,60704327
66420	0	66420	7,60734844
66430	0	66430	7,60857
66440	0	66440	7,60765457
66450	0	66450	7,60704327
66460	0	66460	7,60734844
66470	0	66470	7,60765457
66480	0	66480	7,60734844
66490	0	66490	7,60734844
66500	0	66500	7,60734844
66510	0	66510	7,60704327
66520	0	66520	7,606433
66530	1	66530	7,60612774
66540	1	66540	7,60582256
66550	1	66550	7,60582256
66560	1	66560	7,60612774
66570	1	66570	7,60582256
66580	1	66580	7,60612774
66590	1	66590	7,606738
66600	1	66600	7,60765457
66610	0	66610	7,608265
66620	0	66620	7,60704327
66630	0	66630	7,606433
66640	0	66640	7,60582256
66650	0	66650	7,606433
66660	0	66660	7,60704327
66670	0	66670	7,60612774
66680	0	66680	7,604907
66690	0	66690	7,60399151
66700	0	66700	7,603381
66710	0	66710	7,60429668
66720	0	66720	7,604907
66730	0	66730	7,60399151
66740	1	66740	7,60368633
66750	1	66750	7,605212
66760	1	66760	7,60612774
66770	1	66770	7,60612774
66780	1	66780	7,60582256
66790	1	66790	7,60582256
66800	1	66800	7,606433
66810	1	66810	7,604907
66820	0	66820	7,60429668
66830	0	66830	7,60368633
66840	0	66840	7,60155
66850	0	66850	7,599719
66860	0	66860	7,5991087
66870	0	66870	7,599719
66880	0	66880	7,59880352
66890	0	66890	7,597583
66900	0	66900	7,59666729
66910	0	66910	7,596057
66920	0	66920	7,59514141
66930	0	66930	7,594531
66940	0	66940	7,594226
66950	0	66950	7,594836
66960	0	66960	7,594226
66970	0	66970	7,59331036
66980	0	66980	7,59361553
66990	0	66990	7,59361553
67000	0	67000	7,592395
67010	1	67010	7,590564
67020	1	67020	7,58720636
67030	1	67030	7,58446
67040	1	67040	7,581408
67050	1	67050	7,57683039
67060	1	67060	7,568896
67070	1	67070	7,55668831
67080	1	67080	7,536851
67090	0	67090	7,50114441
67100	0	67100	7,42881536
67110	0	67110	7,338176
67120	0	67120	7,26920366
67130	0	67130	7,22830868
67140	0	67140	7,20236826
67150	0	67150	7,19107628
67160	0	67160	7,18985558
67170	0	67170	7,18466759
67180	0	67180	7,18009
67190	0	67190	7,18283653
67200	0	67200	7,184057
67210	0	67210	7,180395
67220	1	67220	7,17276525
67230	1	67230	7,157201
67240	1	67240	7,138279
67250	1	67250	7,13553238
67260	1	67260	7,14651966
67270	1	67270	7,157506
67280	1	67280	7,173986
67290	0	67290	7,185583
67300	0	67300	7,170629
67310	0	67310	7,14285755
67320	0	67320	7,132786
67330	0	67330	7,13553238
67340	0	67340	7,13553238
67350	0	67350	7,137974
67360	0	67360	7,14651966
67370	0	67370	7,15506458
67380	0	67380	7,159948
67390	0	67390	7,16422033
67400	0	67400	7,16818762
67410	0	67410	7,1697135
67420	0	67420	7,17001867
67430	0	67430	7,17001867
67440	0	67440	7,1697135
67450	0	67450	7,1697135
67460	0	67460	7,17123938
67470	1	67470	7,17642736
67480	1	67480	7,19107628
67490	1	67490	7,21488047
67500	1	67500	7,23685455
67510	1	67510	7,27408648
67520	1	67520	7,34458447
67530	1	67530	7,41843939
67540	1	67540	7,4703207
67550	0	67550	7,511826
67560	0	67560	7,537156
67570	0	67570	7,550585
67580	0	67580	7,55912971
67590	0	67590	7,56584358
67600	0	67600	7,57011652
67610	0	67610	7,57377863
67620	0	67620	7,57683039
67630	0	67630	7,579882
67640	0	67640	7,58354425
67650	0	67650	7,586596
67660	0	67660	7,58964825
67670	0	67670	7,592395
67680	1	67680	7,594836
67690	1	67690	7,59697247
67700	1	67700	7,59880352
67710	1	67710	7,599414
67720	1	67720	7,60093975
67730	1	67730	7,60155
67740	1	67740	7,600024
67750	0	67750	7,600024
67760	0	67760	7,600024
67770	0	67770	7,599414
67780	0	67780	7,598193
67790	0	67790	7,597583
67800	0	67800	7,599414
67810	0	67810	7,599719
67820	0	67820	7,60063457
67830	0	67830	7,60155
67840	0	67840	7,60185528
67850	0	67850	7,60216045
67860	0	67860	7,60216045
67870	1	67870	7,60216045
67880	1	67880	7,60246563
67890	1	67890	7,60246563
67900	1	67900	7,603076
67910	1	67910	7,60368633
67920	1	67920	7,60399151
67930	1	67930	7,603076
67940	1	67940	7,60216045
67950	0	67950	7,60185528
67960	0	67960	7,60185528
67970	0	67970	7,60246563
67980	0	67980	7,60216045
67990	0	67990	7,60216045
68000	0	68000	7,603381
68010	0	68010	7,60368633
68020	0	68020	7,603076
68030	0	68030	7,60399151
68040	0	68040	7,604602
68050	0	68050	7,604602
68060	0	68060	7,604602
68070	1	68070	7,603381
68080	1	68080	7,603076
68090	1	68090	7,60429668
68100	1	68100	7,60368633
68110	1	68110	7,60368633
68120	1	68120	7,60399151
68130	1	68130	7,60429668
68140	0	68140	7,60429668
68150	0	68150	7,60399151
68160	0	68160	7,60368633
68170	0	68170	7,60429668
68180	0	68180	7,604602
68190	0	68190	7,604907
68200	0	68200	7,60582256
68210	0	68210	7,605212
68220	0	68220	7,605212
68230	0	68230	7,604907
68240	0	68240	7,60399151
68250	0	68250	7,60399151
68260	0	68260	7,60368633
68270	1	68270	7,603381
68280	1	68280	7,60429668
68290	1	68290	7,604907
68300	1	68300	7,60582256
68310	1	68310	7,606738
68320	1	68320	7,60582256
68330	1	68330	7,60582256
68340	0	68340	7,606433
68350	0	68350	7,606433
68360	0	68360	7,605212
68370	0	68370	7,60582256
68380	0	68380	7,60704327
68390	0	68390	7,60704327
68400	0	68400	7,60704327
68410	0	68410	7,60582256
68420	0	68420	7,604602
68430	0	68430	7,60399151
68440	0	68440	7,60368633
68450	0	68450	7,604907
68460	0	68460	7,604907
68470	1	68470	7,60368633
68480	1	68480	7,603381
68490	1	68490	7,60399151
68500	1	68500	7,60429668
68510	1	68510	7,60368633
68520	1	68520	7,60399151
68530	1	68530	7,604602
68540	0	68540	7,60368633
68550	0	68550	7,603381
68560	0	68560	7,603381
68570	0	68570	7,60216045
68580	0	68580	7,601245
68590	0	68590	7,60185528
68600	0	68600	7,603076
68610	0	68610	7,60399151
68620	0	68620	7,604602
68630	0	68630	7,604907
68640	0	68640	7,604907
68650	1	68650	7,60399151
68660	1	68660	7,60429668
68670	1	68670	7,604602
68680	1	68680	7,60399151
68690	1	68690	7,60368633
68700	1	68700	7,603076
68710	1	68710	7,603381
68720	1	68720	7,60246563
68730	0	68730	7,601245
68740	0	68740	7,60093975
68750	0	68750	7,60155
68760	0	68760	7,60216045
68770	0	68770	7,60246563
68780	0	68780	7,60216045
68790	0	68790	7,60155
68800	0	68800	7,601245
68810	0	68810	7,60155
68820	0	68820	7,60216045
68830	0	68830	7,60185528
68840	0	68840	7,60155
68850	0	68850	7,60185528
68860	0	68860	7,60216045
68870	0	68870	7,60246563
68880	0	68880	7,60246563
68890	0	68890	7,60216045
68900	0	68900	7,60216045
68910	0	68910	7,60246563
68920	0	68920	7,60155
68930	1	68930	7,599719
68940	1	68940	7,60063457
68950	1	68950	7,601245
68960	1	68960	7,599719
68970	1	68970	7,597583
68980	1	68980	7,597583
68990	1	68990	7,5991087
69000	1	69000	7,599719
69010	0	69010	7,599719
69020	0	69020	7,599719
69030	0	69030	7,599414
69040	0	69040	7,5991087
69050	0	69050	7,599719
69060	0	69060	7,600024
69070	0	69070	7,60063457
69080	0	69080	7,599719
69090	0	69090	7,5991087
69100	0	69100	7,599414
69110	0	69110	7,599414
69120	0	69120	7,599414
69130	0	69130	7,5991087
69140	1	69140	7,59849834
69150	1	69150	7,59727764
69160	1	69160	7,597583
69170	1	69170	7,5991087
69180	1	69180	7,599719
69190	1	69190	7,599414
69200	1	69200	7,600024
69210	1	69210	7,601245
69220	0	69220	7,601245
69230	0	69230	7,600024
69240	0	69240	7,599414
69250	0	69250	7,599414
69260	0	69260	7,599414
69270	0	69270	7,59880352
69280	0	69280	7,59849834
69290	0	69290	7,598193
69300	0	69300	7,59697247
69310	0	69310	7,598193
69320	0	69320	7,5991087
69330	0	69330	7,59880352
69340	1	69340	7,5991087
69350	1	69350	7,599719
69360	1	69360	7,599414
69370	1	69370	7,5991087
69380	1	69380	7,59880352
69390	1	69390	7,59880352
69400	1	69400	7,59849834
69410	0	69410	7,597583
69420	0	69420	7,598193
69430	0	69430	7,598193
69440	0	69440	7,598193
69450	0	69450	7,59849834
69460	0	69460	7,5991087
69470	0	69470	7,600024
69480	0	69480	7,60063457
69490	0	69490	7,601245
69500	0	69500	7,60185528
69510	0	69510	7,60185528
69520	1	69520	7,60063457
69530	1	69530	7,60063457
69540	1	69540	7,60063457
69550	1	69550	7,599719
69560	1	69560	7,599719
69570	1	69570	7,600024
69580	1	69580	7,59880352
69590	1	69590	7,59727764
69600	1	69600	7,598193
69610	0	69610	7,59697247
69620	0	69620	7,59666729
69630	0	69630	7,596362
69640	0	69640	7,596362
69650	0	69650	7,59697247
69660	0	69660	7,596362
69670	0	69670	7,596362
69680	0	69680	7,595752
69690	0	69690	7,595752
69700	0	69700	7,596057
69710	0	69710	7,594836
69720	0	69720	7,59331036
69730	1	69730	7,590869
69740	1	69740	7,58873272
69750	1	69750	7,586596
69760	1	69760	7,58354425
69770	1	69770	7,58018732
69780	1	69780	7,576525
69790	1	69790	7,5716424
69800	0	69800	7,566759
69810	0	69810	7,56004524
69820	0	69820	7,55089
69830	0	69830	7,540818
69840	0	69840	7,52830553
69850	0	69850	7,511521
69860	0	69860	7,491379
69870	0	69870	7,468795
69880	0	69880	7,44590569
69890	0	69890	7,42362738
69900	0	69900	7,40409565
69910	0	69910	7,3863945
69920	0	69920	7,36838865
69930	0	69930	7,347636
69940	0	69940	7,318949
69950	0	69950	7,2835474
69960	1	69960	7,2438736
69970	1	69970	7,20084238
69980	1	69980	7,16116858
69990	1	69990	7,12332535
70000	1	70000	7,08334637
70010	1	70010	7,043672
70020	1	70020	7,00613451
70030	1	70030	6,96859646
70040	1	70040	6,929228
70050	1	70050	6,884976
70060	1	70060	6,83492565
70070	1	70070	6,77571964
70080	1	70080	6,691794
70090	1	70090	6,56819344
70100	0	70100	6,408887
70110	0	70110	6,225471
70120	0	70120	6,013367
70130	0	70130	5,784478
70140	0	70140	5,58031
70150	0	70150	5,351115
70160	0	70160	5,058443
70170	0	70170	4,746544
70180	0	70180	4,50422668
70190	0	70190	4,308298
70200	0	70200	4,118168
70210	0	70210	3,95489359
70220	0	70220	3,80535316
70230	1	70230	3,65062428
70240	1	70240	3,508713
70250	1	70250	3,36558127
70260	1	70260	3,21909237
70270	1	70270	3,091525
70280	1	70280	2,987762
70290	1	70290	2,92031622
70300	0	70300	2,88064218
70310	0	70310	2,84798741
70320	0	70320	2,82174134
70330	0	70330	2,81258583
70340	0	70340	2,8235724
70350	0	70350	2,840663
70360	0	70360	2,85348058
70370	0	70370	2,8672142
70380	0	70380	2,87972665
70390	0	70390	2,89529085
70400	0	70400	2,929777
70410	0	70410	2,98837233
70420	0	70420	3,06375313
70430	1	70430	3,15805531
70440	1	70440	3,281045
70450	1	70450	3,42631316
70460	1	70460	3,5947752
70470	1	70470	3,78215885
70480	1	70480	3,97564626
70490	1	70490	4,19599
70500	1	70500	4,45204
70510	0	70510	4,7068696
70520	0	70520	4,947966
70530	0	70530	5,200659
70540	0	70540	5,44999552
70550	0	70550	5,64104128
70560	0	70560	5,79516
70570	0	70570	5,9651475
70580	0	70580	6,12750626
70590	0	70590	6,239509
70600	0	70600	6,310007
70610	0	70610	6,370434
70620	0	70620	6,42109442
70630	0	70630	6,44947624
70640	1	70640	6,46382046
70650	1	70650	6,469619
70660	1	70660	6,46046352
70670	1	70670	6,42078924
70680	1	70680	6,33899975
70690	1	70690	6,241646
70700	1	70700	6,18182945
70710	1	70710	6,14520741
70720	0	70720	6,08752728
70730	0	70730	6,00695848
70740	0	70740	5,9178443
70750	0	70750	5,84246349
70760	0	70760	5,78295231
70770	0	70770	5,739006
70780	0	70780	5,712149
70790	0	70790	5,69628
70800	0	70800	5,684683
70810	0	70810	5,664235
70820	0	70820	5,626087
70830	0	70830	5,59007549
70840	0	70840	5,5641346
70850	0	70850	5,534837
70860	0	70860	5,49699354
70870	1	70870	5,456404
70880	1	70880	5,452437
70890	1	70890	5,49943542
70900	1	70900	5,54918051
70910	1	70910	5,56352425
70920	1	70920	5,53972
70930	1	70930	5,505234
70940	1	70940	5,493942
70950	0	70950	5,50462341
70960	0	70960	5,52415562
70970	0	70970	5,544603
70980	0	70980	5,56199837
70990	0	70990	5,584277
71000	0	71000	5,63768435
71010	0	71010	5,72069454
71020	0	71020	5,799127
71030	0	71030	5,85009336
71040	0	71040	5,8928194
71050	0	71050	5,954161
71060	0	71060	6,047243
71070	0	71070	6,17053747
71080	1	71080	6,30665
71090	1	71090	6,449171
71100	1	71100	6,58864069
71110	1	71110	6,71468258
71120	1	71120	6,819666
71130	1	71130	6,910611
71140	1	71140	6,99789429
71150	0	71150	7,07998848
71160	0	71160	7,14957142
71170	0	71170	7,2081666
71180	0	71180	7,26249
71190	0	71190	7,31162453
71200	0	71200	7,34855175
71210	0	71210	7,38334274
71220	0	71220	7,41874456
71230	0	71230	7,44926262
71240	0	71240	7,471847
71250	0	71250	7,48802137
71260	0	71260	7,502365
71270	0	71270	7,51823473
71280	1	71280	7,53227329
71290	1	71290	7,545701
71300	1	71300	7,55851936
71310	1	71310	7,56859064
71320	1	71320	7,57560968
71330	1	71330	7,58079767
71340	1	71340	7,584765
71350	1	71350	7,58812237
71360	0	71360	7,590869
71370	0	71370	7,594836
71380	0	71380	7,59849834
71390	0	71390	7,60063457
71400	0	71400	7,60399151
71410	0	71410	7,60612774
71420	0	71420	7,60582256
71430	0	71430	7,60704327
71440	0	71440	7,60857
71450	0	71450	7,60918045
71460	0	71460	7,60918045
71470	1	71470	7,60918045
71480	1	71480	7,609791
71490	1	71490	7,60948563
71500	1	71500	7,60887527
71510	1	71510	7,60857
71520	1	71520	7,60857
71530	1	71530	7,60887527
71540	1	71540	7,60918045
71550	0	71550	7,609791
71560	0	71560	7,609791
71570	0	71570	7,60857
71580	0	71580	7,608265
71590	0	71590	7,60887527
71600	0	71600	7,60887527
71610	0	71610	7,60887527
71620	0	71620	7,60887527
71630	0	71630	7,60887527
71640	0	71640	7,60887527
71650	0	71650	7,608265
71660	0	71660	7,606738
71670	1	71670	7,604602
71680	1	71680	7,604907
71690	1	71690	7,60704327
71700	1	71700	7,60857
71710	1	71710	7,60887527
71720	1	71720	7,60918045
71730	1	71730	7,60948563
71740	1	71740	7,609791
71750	0	71750	7,60948563
71760	0	71760	7,60857
71770	0	71770	7,608265
71780	0	71780	7,608265
71790	0	71790	7,60765457
71800	0	71800	7,60734844
71810	0	71810	7,60734844
71820	0	71820	7,60612774
71830	0	71830	7,604907
71840	0	71840	7,605212
71850	0	71850	7,606433
71860	0	71860	7,60704327
71870	0	71870	7,60704327
71880	1	71880	7,606738
71890	1	71890	7,606738
71900	1	71900	7,606433
71910	1	71910	7,606433
71920	1	71920	7,606738
71930	1	71930	7,606433
71940	1	71940	7,606433
71950	0	71950	7,60582256
71960	0	71960	7,604602
71970	0	71970	7,60399151
71980	0	71980	7,60216045
71990	0	71990	7,601245
72000	0	72000	7,601245
72010	0	72010	7,60216045
72020	0	72020	7,60246563
72030	0	72030	7,60246563
72040	0	72040	7,603381
72050	0	72050	7,603381
72060	0	72060	7,60368633
72070	0	72070	7,604602
72080	1	72080	7,603381
72090	1	72090	7,603076
72100	1	72100	7,60246563
72110	1	72110	7,60216045
72120	1	72120	7,60216045
72130	1	72130	7,60155
72140	1	72140	7,60093975
72150	1	72150	7,60093975
72160	0	72160	7,599719
72170	0	72170	7,599719
72180	0	72180	7,60063457
72190	0	72190	7,60093975
72200	0	72200	7,60155
72210	0	72210	7,60185528
72220	0	72220	7,60185528
72230	0	72230	7,60155
72240	0	72240	7,60155
72250	0	72250	7,60155
72260	0	72260	7,60185528
72270	0	72270	7,60246563
72280	0	72280	7,60185528
72290	1	72290	7,60155
72300	1	72300	7,60216045
72310	1	72310	7,60185528
72320	1	72320	7,60063457
72330	1	72330	7,599719
72340	1	72340	7,599719
72350	1	72350	7,60063457
72360	1	72360	7,60063457
72370	0	72370	7,60093975
72380	0	72380	7,601245
72390	0	72390	7,60185528
72400	0	72400	7,60155
72410	0	72410	7,60063457
72420	0	72420	7,601245
72430	0	72430	7,60093975
72440	0	72440	7,599719
72450	0	72450	7,599719
72460	0	72460	7,60063457
72470	0	72470	7,60063457
72480	0	72480	7,600024
72490	0	72490	7,599719
72500	0	72500	7,59880352
72510	1	72510	7,59666729
72520	1	72520	7,59666729
72530	1	72530	7,59880352
72540	1	72540	7,59880352
72550	1	72550	7,59880352
72560	1	72560	7,599414
72570	1	72570	7,599414
72580	1	72580	7,5991087
72590	0	72590	7,59849834
72600	0	72600	7,598193
72610	0	72610	7,598193
72620	0	72620	7,597583
72630	0	72630	7,597583
72640	0	72640	7,59727764
72650	0	72650	7,59666729
72660	0	72660	7,595752
72670	0	72670	7,59514141
72680	0	72680	7,596057
72690	0	72690	7,59666729
72700	0	72700	7,598193
72710	0	72710	7,597583
72720	1	72720	7,59666729
72730	1	72730	7,59697247
72740	1	72740	7,59727764
72750	1	72750	7,59849834
72760	1	72760	7,59880352
72770	1	72770	7,59849834
72780	1	72780	7,59727764
72790	0	72790	7,596057
72800	0	72800	7,596057
72810	0	72810	7,594836
72820	0	72820	7,594226
72830	0	72830	7,59361553
72840	0	72840	7,5927
72850	0	72850	7,59392071
72860	0	72860	7,594531
72870	0	72870	7,594226
72880	0	72880	7,59514141
72890	0	72890	7,596362
72900	1	72900	7,596057
72910	1	72910	7,595752
72920	1	72920	7,595752
72930	1	72930	7,595752
72940	1	72940	7,595752
72950	1	72950	7,595752
72960	1	72960	7,596057
72970	1	72970	7,596057
72980	0	72980	7,596057
72990	0	72990	7,59727764
73000	0	73000	7,59849834
73010	0	73010	7,59849834
73020	0	73020	7,59880352
73030	0	73030	7,59880352
73040	0	73040	7,59880352
73050	0	73050	7,600024
73060	0	73060	7,601245
73070	0	73070	7,60185528
73080	0	73080	7,60155
73090	0	73090	7,60155
73100	1	73100	7,60216045
73110	1	73110	7,603076
73120	1	73120	7,60185528
73130	1	73130	7,60093975
73140	1	73140	7,601245
73150	1	73150	7,60246563
73160	1	73160	7,60368633
73170	0	73170	7,604602
73180	0	73180	7,604907
73190	0	73190	7,60429668
73200	0	73200	7,605212
73210	0	73210	7,60612774
73220	0	73220	7,605212
73230	0	73230	7,60429668
73240	0	73240	7,60399151
73250	0	73250	7,60429668
73260	0	73260	7,60399151
73270	0	73270	7,603381
73280	0	73280	7,60246563
73290	1	73290	7,60185528
73300	1	73300	7,60216045
73310	1	73310	7,603381
73320	1	73320	7,603381
73330	1	73330	7,60368633
73340	1	73340	7,604907
73350	1	73350	7,604907
73360	1	73360	7,604602
73370	0	73370	7,60429668
73380	0	73380	7,604602
73390	0	73390	7,604602
73400	0	73400	7,604602
73410	0	73410	7,60429668
73420	0	73420	7,60368633
73430	0	73430	7,60368633
73440	0	73440	7,603381
73450	0	73450	7,603076
73460	0	73460	7,60246563
73470	0	73470	7,603076
73480	0	73480	7,60429668
73490	1	73490	7,60368633
73500	1	73500	7,603076
73510	1	73510	7,603381
73520	1	73520	7,60216045
73530	1	73530	7,60093975
73540	1	73540	7,60093975
73550	1	73550	7,60185528
73560	0	73560	7,60155
73570	0	73570	7,60093975
73580	0	73580	7,60063457
73590	0	73590	7,599414
73600	0	73600	7,5991087
73610	0	73610	7,600024
73620	0	73620	7,601245
73630	0	73630	7,60155
73640	0	73640	7,60246563
73650	0	73650	7,60399151
73660	0	73660	7,60429668
73670	0	73670	7,60399151
73680	0	73680	7,60399151
73690	0	73690	7,604602
73700	0	73700	7,60429668
73710	0	73710	7,60399151
73720	0	73720	7,60429668
73730	0	73730	7,60429668
73740	0	73740	7,60368633
73750	0	73750	7,60368633
73760	0	73760	7,60368633
73770	0	73770	7,60399151
73780	0	73780	7,60399151
73790	0	73790	7,60368633
73800	0	73800	7,60399151
73810	0	73810	7,60429668
73820	0	73820	7,60429668
73830	1	73830	7,60368633
73840	1	73840	7,60399151
73850	1	73850	7,604907
73860	1	73860	7,604907
73870	1	73870	7,604602
73880	1	73880	7,604602
73890	1	73890	7,60429668
73900	1	73900	7,60368633
73910	0	73910	7,60216045
73920	0	73920	7,60216045
73930	0	73930	7,603381
73940	0	73940	7,60368633
73950	0	73950	7,60368633
73960	0	73960	7,60429668
73970	0	73970	7,604602
73980	0	73980	7,604602
73990	0	73990	7,60399151
74000	0	74000	7,60399151
74010	0	74010	7,60429668
74020	0	74020	7,60399151
74030	1	74030	7,60368633
74040	1	74040	7,603381
74050	1	74050	7,603076
74060	1	74060	7,60216045
74070	1	74070	7,60155
74080	1	74080	7,60093975
74090	1	74090	7,601245
74100	1	74100	7,60155
74110	1	74110	7,601245
74120	0	74120	7,60155
74130	0	74130	7,60246563
74140	0	74140	7,60246563
74150	0	74150	7,60246563
74160	0	74160	7,603076
74170	0	74170	7,60399151
74180	0	74180	7,60429668
74190	0	74190	7,60399151
74200	0	74200	7,604602
74210	0	74210	7,604907
74220	0	74220	7,60429668
74230	0	74230	7,60429668
74240	0	74240	7,605212
74250	0	74250	7,60582256
74260	0	74260	7,604602
74270	0	74270	7,604602
74280	0	74280	7,604907
74290	0	74290	7,604602
74300	0	74300	7,60399151
74310	1	74310	7,60429668
74320	1	74320	7,604907
74330	1	74330	7,60582256
74340	1	74340	7,606738
74350	1	74350	7,60765457
74360	1	74360	7,60857
74370	1	74370	7,60857
74380	0	74380	7,608265
74390	0	74390	7,60765457
74400	0	74400	7,60765457
74410	0	74410	7,60765457
74420	0	74420	7,60704327
74430	0	74430	7,60612774
74440	0	74440	7,60582256
74450	0	74450	7,604602
74460	0	74460	7,60368633
74470	0	74470	7,60399151
74480	0	74480	7,604602
74490	0	74490	7,604907
74500	0	74500	7,605212
74510	0	74510	7,604602
74520	1	74520	7,60368633
74530	1	74530	7,60368633
74540	1	74540	7,60429668
74550	1	74550	7,60399151
74560	1	74560	7,60429668
74570	1	74570	7,60399151
74580	1	74580	7,60399151
74590	1	74590	7,604907
74600	1	74600	7,60429668
74610	1	74610	7,603076
74620	0	74620	7,60246563
74630	0	74630	7,60185528
74640	0	74640	7,601245
74650	0	74650	7,601245
74660	0	74660	7,601245
74670	0	74670	7,601245
74680	0	74680	7,60185528
74690	0	74690	7,60399151
74700	0	74700	7,603381
74710	0	74710	7,60155
74720	0	74720	7,60185528
74730	0	74730	7,60185528
74740	1	74740	7,60063457
74750	1	74750	7,60063457
74760	1	74760	7,60155
74770	1	74770	7,60155
74780	1	74780	7,60155
74790	1	74790	7,60093975
74800	1	74800	7,600024
74810	1	74810	7,5991087
74820	0	74820	7,59849834
74830	0	74830	7,59849834
74840	0	74840	7,599414
74850	0	74850	7,60063457
74860	0	74860	7,60063457
74870	0	74870	7,60093975
74880	0	74880	7,60155
74890	0	74890	7,601245
74900	0	74900	7,60093975
74910	0	74910	7,60155
74920	0	74920	7,60185528
74930	0	74930	7,60155
74940	1	74940	7,60155
74950	1	74950	7,60185528
74960	1	74960	7,601245
74970	1	74970	7,600024
74980	1	74980	7,599414
74990	1	74990	7,599719
75000	1	75000	7,60093975
75010	0	75010	7,601245
75020	0	75020	7,60063457
75030	0	75030	7,600024
75040	0	75040	7,60063457
75050	0	75050	7,60093975
75060	0	75060	7,60155
75070	0	75070	7,60246563
75080	0	75080	7,603381
75090	0	75090	7,60216045
75100	0	75100	7,60216045
75110	0	75110	7,60246563
75120	0	75120	7,60216045
75130	0	75130	7,60185528
75140	0	75140	7,60246563
75150	0	75150	7,60185528
75160	0	75160	7,600024
75170	1	75170	7,600024
75180	1	75180	7,60155
75190	1	75190	7,60155
75200	1	75200	7,60155
75210	1	75210	7,60246563
75220	1	75220	7,603076
75230	1	75230	7,603076
75240	0	75240	7,603076
75250	0	75250	7,603076
75260	0	75260	7,603076
75270	0	75270	7,603381
75280	0	75280	7,603076
75290	0	75290	7,60216045
75300	0	75300	7,60246563
75310	0	75310	7,60216045
75320	0	75320	7,60093975
75330	0	75330	7,60155
75340	0	75340	7,603076
75350	0	75350	7,60368633
75360	0	75360	7,603381
75370	1	75370	7,603381
75380	1	75380	7,603381
75390	1	75390	7,60368633
75400	1	75400	7,603076
75410	1	75410	7,603076
75420	1	75420	7,603381
75430	1	75430	7,603381
75440	0	75440	7,604602
75450	0	75450	7,60368633
75460	0	75460	7,60093975
75470	0	75470	7,600024
75480	0	75480	7,60093975
75490	0	75490	7,60155
75500	0	75500	7,60216045
75510	0	75510	7,601245
75520	0	75520	7,601245
75530	0	75530	7,60246563
75540	0	75540	7,60216045
75550	1	75550	7,601245
75560	1	75560	7,60155
75570	1	75570	7,601245
75580	1	75580	7,600024
75590	1	75590	7,60155
75600	1	75600	7,60216045
75610	1	75610	7,60155
75620	1	75620	7,60155
75630	0	75630	7,60063457
75640	0	75640	7,60063457
75650	0	75650	7,60368633
75660	0	75660	7,606433
75670	0	75670	7,606433
75680	0	75680	7,604907
75690	0	75690	7,60429668
75700	0	75700	7,604602
75710	0	75710	7,605212
75720	0	75720	7,604907
75730	0	75730	7,60429668
75740	0	75740	7,60399151
75750	1	75750	7,603076
75760	1	75760	7,60246563
75770	1	75770	7,601245
75780	1	75780	7,600024
75790	1	75790	7,601245
75800	1	75800	7,60185528
75810	1	75810	7,60216045
75820	0	75820	7,60246563
75830	0	75830	7,60246563
75840	0	75840	7,60216045
75850	0	75850	7,60216045
75860	0	75860	7,60246563
75870	0	75870	7,60246563
75880	0	75880	7,60246563
75890	0	75890	7,60216045
75900	0	75900	7,60216045
75910	0	75910	7,60185528
75920	0	75920	7,601245
75930	0	75930	7,60063457
75940	0	75940	7,599414
75950	1	75950	7,59880352
75960	1	75960	7,59880352
75970	1	75970	7,599414
75980	1	75980	7,60063457
75990	1	75990	7,60093975
76000	1	76000	7,600024
76010	1	76010	7,599719
76020	0	76020	7,5991087
76030	0	76030	7,59849834
76040	0	76040	7,5991087
76050	0	76050	7,600024
76060	0	76060	7,601245
76070	0	76070	7,60063457
76080	0	76080	7,599719
76090	0	76090	7,599719
76100	0	76100	7,59849834
76110	0	76110	7,598193
76120	0	76120	7,599414
76130	0	76130	7,60063457
76140	0	76140	7,60155
76150	1	76150	7,60216045
76160	1	76160	7,60185528
76170	1	76170	7,601245
76180	1	76180	7,60093975
76190	1	76190	7,601245
76200	1	76200	7,60155
76210	0	76210	7,60063457
76220	0	76220	7,60063457
76230	0	76230	7,599719
76240	0	76240	7,598193
76250	0	76250	7,59697247
76260	0	76260	7,59697247
76270	0	76270	7,599414
76280	0	76280	7,60063457
76290	0	76290	7,600024
76300	0	76300	7,60063457
76310	0	76310	7,60093975
76320	0	76320	7,60093975
